Commodity,date,Cash_Settlement,Three_month,LME_stock,Year,Month,Quarter
Aluminium,26-Mar-14,1705.5,1750,5391425,2014,Mar,Qtr1
Nickel,27-Mar-14,15670,15710,286674,2014,Mar,Qtr1
Copper,27-Mar-14,6581,6570,268550,2014,Mar,Qtr1
Aluminium,27-Mar-14,1682.5,1725.5,5393250,2014,Mar,Qtr1
Nickel,28-Mar-14,15770,15805,285462,2014,Mar,Qtr1
Copper,28-Mar-14,6667,6654,267200,2014,Mar,Qtr1
Aluminium,28-Mar-14,1709.5,1752,5387100,2014,Mar,Qtr1
Nickel,31-Mar-14,15735,15770,284694,2014,Mar,Qtr1
Copper,31-Mar-14,6636,6626,265175,2014,Mar,Qtr1
Aluminium,31-Mar-14,1730.5,1773.5,5381900,2014,Mar,Qtr1
Nickel,1-Apr-14,15780,15830,283956,2014,Apr,Qtr2
Copper,1-Apr-14,6632,6629,263250,2014,Apr,Qtr2
Aluminium,1-Apr-14,1744,1785,5375350,2014,Apr,Qtr2
Nickel,2-Apr-14,16130,16175,283680,2014,Apr,Qtr2
Copper,2-Apr-14,6713,6707,261375,2014,Apr,Qtr2
Aluminium,2-Apr-14,1776.5,1816.5,5368925,2014,Apr,Qtr2
Nickel,3-Apr-14,16145,16200,282936,2014,Apr,Qtr2
Copper,3-Apr-14,6606,6610.5,260100,2014,Apr,Qtr2
Aluminium,3-Apr-14,1782.5,1822.5,5359250,2014,Apr,Qtr2
Nickel,4-Apr-14,16515,16575,281946,2014,Apr,Qtr2
Copper,4-Apr-14,6677,6681,257775,2014,Apr,Qtr2
Aluminium,4-Apr-14,1810,1845,5354900,2014,Apr,Qtr2
Nickel,7-Apr-14,16470,16500,281010,2014,Apr,Qtr2
Copper,7-Apr-14,6610.5,6616,254575,2014,Apr,Qtr2
Aluminium,7-Apr-14,1793.5,1831,5355675,2014,Apr,Qtr2
Nickel,8-Apr-14,16410,16445,281598,2014,Apr,Qtr2
Copper,8-Apr-14,6652,6650,252600,2014,Apr,Qtr2
Aluminium,8-Apr-14,1785,1815.5,5355925,2014,Apr,Qtr2
Nickel,9-Apr-14,16500,16505,280002,2014,Apr,Qtr2
Copper,9-Apr-14,6630.5,6626,250775,2014,Apr,Qtr2
Aluminium,9-Apr-14,1791.5,1823,5354450,2014,Apr,Qtr2
Nickel,10-Apr-14,17050,17140,278844,2014,Apr,Qtr2
Copper,10-Apr-14,6637.5,6627,250025,2014,Apr,Qtr2
Aluminium,10-Apr-14,1853.5,1882.5,5350750,2014,Apr,Qtr2
Nickel,11-Apr-14,17395,17445,276936,2014,Apr,Qtr2
Copper,11-Apr-14,6686,6690.5,248325,2014,Apr,Qtr2
Aluminium,11-Apr-14,1840.5,1873,5351075,2014,Apr,Qtr2
Nickel,14-Apr-14,17735,17770,279966,2014,Apr,Qtr2
Copper,14-Apr-14,6645,6635.5,244950,2014,Apr,Qtr2
Aluminium,14-Apr-14,1833.5,1871.5,5344275,2014,Apr,Qtr2
Nickel,15-Apr-14,17280,17350,278514,2014,Apr,Qtr2
Copper,15-Apr-14,6630,6631,242775,2014,Apr,Qtr2
Aluminium,15-Apr-14,1816.5,1857.5,5334175,2014,Apr,Qtr2
Nickel,16-Apr-14,17880,17940,277248,2014,Apr,Qtr2
Copper,16-Apr-14,6600,6604,242300,2014,Apr,Qtr2
Aluminium,16-Apr-14,1833,1868,5323725,2014,Apr,Qtr2
Nickel,17-Apr-14,17985,18000,277434,2014,Apr,Qtr2
Copper,17-Apr-14,6631,6632.5,242300,2014,Apr,Qtr2
Aluminium,17-Apr-14,1837,1875,5315575,2014,Apr,Qtr2
Nickel,22-Apr-14,18230,18300,277716,2014,Apr,Qtr2
Copper,22-Apr-14,6628.5,6625,241925,2014,Apr,Qtr2
Aluminium,22-Apr-14,1847,1886,5320050,2014,Apr,Qtr2
Nickel,23-Apr-14,18120,18185,276888,2014,Apr,Qtr2
Copper,23-Apr-14,6645,6636,240975,2014,Apr,Qtr2
Aluminium,23-Apr-14,1835.5,1874,5316650,2014,Apr,Qtr2
Nickel,24-Apr-14,18430,18470,277056,2014,Apr,Qtr2
Copper,24-Apr-14,6731,6720,239950,2014,Apr,Qtr2
Aluminium,24-Apr-14,1840.5,1877.5,5327450,2014,Apr,Qtr2
Nickel,25-Apr-14,18465,18450,277734,2014,Apr,Qtr2
Copper,25-Apr-14,6785.5,6775,238950,2014,Apr,Qtr2
Aluminium,25-Apr-14,1823.5,1863,5339325,2014,Apr,Qtr2
Nickel,28-Apr-14,18550,18585,277638,2014,Apr,Qtr2
Copper,28-Apr-14,6782,6750.5,237000,2014,Apr,Qtr2
Aluminium,28-Apr-14,1800.5,1840.5,5347575,2014,Apr,Qtr2
Nickel,29-Apr-14,18230,18325,277056,2014,Apr,Qtr2
Copper,29-Apr-14,6770,6750,235075,2014,Apr,Qtr2
Aluminium,29-Apr-14,1779.5,1821.5,5359475,2014,Apr,Qtr2
Nickel,30-Apr-14,18200,18255,276846,2014,Apr,Qtr2
Copper,30-Apr-14,6724,6710.5,233325,2014,Apr,Qtr2
Aluminium,30-Apr-14,1769.5,1812,5352900,2014,Apr,Qtr2
Nickel,1-May-14,18070,18070,279876,2014,May,Qtr2
Copper,1-May-14,6670.5,6642,231000,2014,May,Qtr2
Aluminium,1-May-14,1736.5,1781,5343875,2014,May,Qtr2
Nickel,2-May-14,18200,18230,279528,2014,May,Qtr2
Copper,2-May-14,6699,6666,229800,2014,May,Qtr2
Aluminium,2-May-14,1736.5,1777.5,5347750,2014,May,Qtr2
Nickel,6-May-14,18460,18525,279516,2014,May,Qtr2
Copper,6-May-14,6740,6699.5,225425,2014,May,Qtr2
Aluminium,6-May-14,1749.5,1792,5345125,2014,May,Qtr2
Nickel,7-May-14,18580,18625,278436,2014,May,Qtr2
Copper,7-May-14,6688,6660,216950,2014,May,Qtr2
Aluminium,7-May-14,1728.5,1773.5,5331600,2014,May,Qtr2
Nickel,8-May-14,19390,19410,277968,2014,May,Qtr2
Copper,8-May-14,6690.5,6659,213025,2014,May,Qtr2
Aluminium,8-May-14,1717.5,1761,5321900,2014,May,Qtr2
Nickel,9-May-14,20105,20130,278130,2014,May,Qtr2
Copper,9-May-14,6770,6724.5,208325,2014,May,Qtr2
Aluminium,9-May-14,1718,1762,5313300,2014,May,Qtr2
Nickel,12-May-14,20850,20850,278772,2014,May,Qtr2
Copper,12-May-14,6930,6878,205325,2014,May,Qtr2
Aluminium,12-May-14,1739.5,1784,5303475,2014,May,Qtr2
Nickel,13-May-14,21200,21100,278994,2014,May,Qtr2
Copper,13-May-14,6884.5,6844,202975,2014,May,Qtr2
Aluminium,13-May-14,1739,1782.5,5289600,2014,May,Qtr2
Nickel,14-May-14,20650,20725,278868,2014,May,Qtr2
Copper,14-May-14,6976.5,6927,197475,2014,May,Qtr2
Aluminium,14-May-14,1757.5,1803.5,5282125,2014,May,Qtr2
Nickel,15-May-14,18750,18650,279336,2014,May,Qtr2
Copper,15-May-14,6949,6886,191075,2014,May,Qtr2
Aluminium,15-May-14,1753,1797,5273950,2014,May,Qtr2
Nickel,16-May-14,19155,19200,279816,2014,May,Qtr2
Copper,16-May-14,6950,6877,186525,2014,May,Qtr2
Aluminium,16-May-14,1731.5,1775.5,5264450,2014,May,Qtr2
Nickel,19-May-14,19785,19790,279816,2014,May,Qtr2
Aluminium,19-May-14,1724.5,1767,5264450,2014,May,Qtr2
Nickel,20-May-14,19680,19650,279138,2014,May,Qtr2
Copper,20-May-14,6922.5,6884.5,180825,2014,May,Qtr2
Aluminium,20-May-14,1722,1764.5,5241950,2014,May,Qtr2
Nickel,21-May-14,19405,19475,280020,2014,May,Qtr2
Copper,21-May-14,6841,6805,179100,2014,May,Qtr2
Aluminium,21-May-14,1714.5,1756,5232175,2014,May,Qtr2
Nickel,22-May-14,19670,19660,279672,2014,May,Qtr2
Copper,22-May-14,6945.5,6870,177350,2014,May,Qtr2
Aluminium,22-May-14,1745.5,1786,5222700,2014,May,Qtr2
Nickel,23-May-14,19620,19625,280404,2014,May,Qtr2
Copper,23-May-14,6991,6919,175850,2014,May,Qtr2
Aluminium,23-May-14,1781.5,1818.5,5230600,2014,May,Qtr2
Nickel,27-May-14,19650,19660,280308,2014,May,Qtr2
Copper,27-May-14,7020,6921,176550,2014,May,Qtr2
Aluminium,27-May-14,1777.5,1819,5221950,2014,May,Qtr2
Nickel,28-May-14,19515,19500,280524,2014,May,Qtr2
Copper,28-May-14,7035,6945,169825,2014,May,Qtr2
Aluminium,28-May-14,1801.5,1842,5208325,2014,May,Qtr2
Nickel,29-May-14,18750,18825,283662,2014,May,Qtr2
Copper,29-May-14,6970,6876,172500,2014,May,Qtr2
Aluminium,29-May-14,1784.5,1820.5,5199175,2014,May,Qtr2
Nickel,30-May-14,19310,19280,284436,2014,May,Qtr2
Copper,30-May-14,6995.5,6906,171350,2014,May,Qtr2
Aluminium,30-May-14,1823.5,1856.5,5194425,2014,May,Qtr2
Nickel,2-Jun-14,19405,19435,284112,2014,Jun,Qtr2
Copper,2-Jun-14,7003,6923,170825,2014,Jun,Qtr2
Aluminium,2-Jun-14,1816.5,1850,5187075,2014,Jun,Qtr2
Nickel,3-Jun-14,19005,19105,283986,2014,Jun,Qtr2
Copper,3-Jun-14,6930,6868,168825,2014,Jun,Qtr2
Aluminium,3-Jun-14,1802.5,1831.5,5181250,2014,Jun,Qtr2
Nickel,4-Jun-14,18950,18970,283752,2014,Jun,Qtr2
Copper,4-Jun-14,6835,6779,168475,2014,Jun,Qtr2
Aluminium,4-Jun-14,1796.5,1821.5,5175500,2014,Jun,Qtr2
Nickel,5-Jun-14,19005,19100,284316,2014,Jun,Qtr2
Copper,5-Jun-14,6800,6771,167925,2014,Jun,Qtr2
Aluminium,5-Jun-14,1828.5,1846.5,5170375,2014,Jun,Qtr2
Nickel,6-Jun-14,18465,18520,283992,2014,Jun,Qtr2
Copper,6-Jun-14,6660.5,6656,167775,2014,Jun,Qtr2
Aluminium,6-Jun-14,1817,1838,5160575,2014,Jun,Qtr2
Nickel,9-Jun-14,18760,18835,284712,2014,Jun,Qtr2
Copper,9-Jun-14,6667.5,6660,167250,2014,Jun,Qtr2
Aluminium,9-Jun-14,1870.5,1897,5152975,2014,Jun,Qtr2
Nickel,10-Jun-14,18455,18550,286626,2014,Jun,Qtr2
Copper,10-Jun-14,6695.5,6670,166825,2014,Jun,Qtr2
Aluminium,10-Jun-14,1865,1893,5146525,2014,Jun,Qtr2
Nickel,11-Jun-14,18350,18425,286752,2014,Jun,Qtr2
Copper,11-Jun-14,6689.5,6657,166750,2014,Jun,Qtr2
Aluminium,11-Jun-14,1835.5,1871.5,5140000,2014,Jun,Qtr2
Nickel,12-Jun-14,18030,18100,286482,2014,Jun,Qtr2
Copper,12-Jun-14,6725,6670,165725,2014,Jun,Qtr2
Aluminium,12-Jun-14,1822,1861.5,5131675,2014,Jun,Qtr2
Nickel,13-Jun-14,17950,18100,286710,2014,Jun,Qtr2
Copper,13-Jun-14,6671.5,6642,163700,2014,Jun,Qtr2
Aluminium,13-Jun-14,1801,1842.5,5127100,2014,Jun,Qtr2
Nickel,16-Jun-14,18315,18400,286668,2014,Jun,Qtr2
Copper,16-Jun-14,6735,6700,162250,2014,Jun,Qtr2
Aluminium,16-Jun-14,1802,1843.5,5118150,2014,Jun,Qtr2
Nickel,17-Jun-14,18930,19050,286728,2014,Jun,Qtr2
Copper,17-Jun-14,6711,6702,161200,2014,Jun,Qtr2
Aluminium,17-Jun-14,1808.5,1852,5109600,2014,Jun,Qtr2
Nickel,18-Jun-14,18660,18730,305970,2014,Jun,Qtr2
Copper,18-Jun-14,6739,6737,160675,2014,Jun,Qtr2
Aluminium,18-Jun-14,1828.5,1869.5,5100000,2014,Jun,Qtr2
Nickel,19-Jun-14,18460,18510,305352,2014,Jun,Qtr2
Copper,19-Jun-14,6730.5,6725,160000,2014,Jun,Qtr2
Aluminium,19-Jun-14,1844,1886,5092050,2014,Jun,Qtr2
Nickel,20-Jun-14,18350,18480,305310,2014,Jun,Qtr2
Copper,20-Jun-14,6777.5,6766,159425,2014,Jun,Qtr2
Aluminium,20-Jun-14,1845,1885.5,5084125,2014,Jun,Qtr2
Nickel,23-Jun-14,18420,18525,304602,2014,Jun,Qtr2
Copper,23-Jun-14,6901,6880,158575,2014,Jun,Qtr2
Aluminium,23-Jun-14,1857,1897,5077275,2014,Jun,Qtr2
Nickel,24-Jun-14,18150,18270,305388,2014,Jun,Qtr2
Copper,24-Jun-14,6898.5,6875.5,157725,2014,Jun,Qtr2
Aluminium,24-Jun-14,1858.5,1896,5072125,2014,Jun,Qtr2
Nickel,25-Jun-14,18280,18355,305862,2014,Jun,Qtr2
Copper,25-Jun-14,6890.5,6871,156825,2014,Jun,Qtr2
Aluminium,25-Jun-14,1866.5,1902,5066250,2014,Jun,Qtr2
Nickel,26-Jun-14,18625,18720,305556,2014,Jun,Qtr2
Copper,26-Jun-14,6936.5,6911.5,156000,2014,Jun,Qtr2
Aluminium,26-Jun-14,1857,1891.5,5060425,2014,Jun,Qtr2
Nickel,27-Jun-14,18765,18850,305790,2014,Jun,Qtr2
Copper,27-Jun-14,6976,6938.5,155150,2014,Jun,Qtr2
Aluminium,27-Jun-14,1850,1885.5,5053875,2014,Jun,Qtr2
Nickel,30-Jun-14,18715,18800,304890,2014,Jun,Qtr2
Copper,30-Jun-14,6955,6935,154675,2014,Jun,Qtr2
Aluminium,30-Jun-14,1850.5,1884,5046200,2014,Jun,Qtr2
Nickel,1-Jul-14,18850,18930,305256,2014,Jul,Qtr3
Copper,1-Jul-14,7015,6995.5,154700,2014,Jul,Qtr3
Aluminium,1-Jul-14,1837.5,1870.5,5071650,2014,Jul,Qtr3
Nickel,2-Jul-14,19080,19175,305394,2014,Jul,Qtr3
Copper,2-Jul-14,7050,7035,156775,2014,Jul,Qtr3
Aluminium,2-Jul-14,1862,1888.5,5066400,2014,Jul,Qtr3
Nickel,3-Jul-14,19795,19850,304938,2014,Jul,Qtr3
Copper,3-Jul-14,7121,7118,157050,2014,Jul,Qtr3
Aluminium,3-Jul-14,1890,1918.5,5058325,2014,Jul,Qtr3
Nickel,4-Jul-14,19385,19475,304536,2014,Jul,Qtr3
Copper,4-Jul-14,7159,7151,156500,2014,Jul,Qtr3
Aluminium,4-Jul-14,1893,1925.5,5049225,2014,Jul,Qtr3
Nickel,7-Jul-14,19180,19300,305394,2014,Jul,Qtr3
Copper,7-Jul-14,7120.5,7115.5,159350,2014,Jul,Qtr3
Aluminium,7-Jul-14,1894,1926.5,5038525,2014,Jul,Qtr3
Nickel,8-Jul-14,19440,19550,305280,2014,Jul,Qtr3
Copper,8-Jul-14,7155,7153,158050,2014,Jul,Qtr3
Aluminium,8-Jul-14,1910.5,1942.5,5034200,2014,Jul,Qtr3
Nickel,9-Jul-14,19515,19625,306828,2014,Jul,Qtr3
Copper,9-Jul-14,7173,7156,159075,2014,Jul,Qtr3
Aluminium,9-Jul-14,1924,1951,5024225,2014,Jul,Qtr3
Nickel,10-Jul-14,18975,19050,307410,2014,Jul,Qtr3
Copper,10-Jul-14,7110,7090.5,158100,2014,Jul,Qtr3
Aluminium,10-Jul-14,1885.5,1910.5,5015350,2014,Jul,Qtr3
Nickel,11-Jul-14,19065,19160,307350,2014,Jul,Qtr3
Copper,11-Jul-14,7151,7140,158475,2014,Jul,Qtr3
Aluminium,11-Jul-14,1906.5,1932,5005900,2014,Jul,Qtr3
Nickel,14-Jul-14,19210,19325,307710,2014,Jul,Qtr3
Copper,14-Jul-14,7154.5,7140.5,159400,2014,Jul,Qtr3
Aluminium,14-Jul-14,1923,1943,4995275,2014,Jul,Qtr3
Nickel,15-Jul-14,19260,19330,308322,2014,Jul,Qtr3
Copper,15-Jul-14,7102.5,7105,159375,2014,Jul,Qtr3
Aluminium,15-Jul-14,1928,1946,4986175,2014,Jul,Qtr3
Nickel,16-Jul-14,19200,19300,308418,2014,Jul,Qtr3
Copper,16-Jul-14,7112,7123,159175,2014,Jul,Qtr3
Aluminium,16-Jul-14,1962.5,1981.5,4976200,2014,Jul,Qtr3
Nickel,17-Jul-14,19080,19175,310782,2014,Jul,Qtr3
Copper,17-Jul-14,7030.5,7041,158575,2014,Jul,Qtr3
Aluminium,17-Jul-14,1967.5,1983.5,4967425,2014,Jul,Qtr3
Nickel,18-Jul-14,18505,18610,311088,2014,Jul,Qtr3
Copper,18-Jul-14,7026.5,7026,157700,2014,Jul,Qtr3
Aluminium,18-Jul-14,1958.5,1979,4957950,2014,Jul,Qtr3
Nickel,21-Jul-14,18725,18900,311064,2014,Jul,Qtr3
Copper,21-Jul-14,6989.5,6989,158000,2014,Jul,Qtr3
Aluminium,21-Jul-14,1988,2007,4947200,2014,Jul,Qtr3
Nickel,22-Jul-14,18925,19000,311214,2014,Jul,Qtr3
Copper,22-Jul-14,7060.5,7065,157125,2014,Jul,Qtr3
Aluminium,22-Jul-14,2020.5,2039,4938125,2014,Jul,Qtr3
Nickel,23-Jul-14,18960,19065,310716,2014,Jul,Qtr3
Copper,23-Jul-14,7065,7070.5,156300,2014,Jul,Qtr3
Aluminium,23-Jul-14,2011,2030.5,4930475,2014,Jul,Qtr3
Nickel,24-Jul-14,19080,19175,311964,2014,Jul,Qtr3
Copper,24-Jul-14,7151,7145,154350,2014,Jul,Qtr3
Aluminium,24-Jul-14,2013.5,2036,4922050,2014,Jul,Qtr3
Nickel,25-Jul-14,19160,19230,312156,2014,Jul,Qtr3
Copper,25-Jul-14,7183.5,7180.5,152600,2014,Jul,Qtr3
Aluminium,25-Jul-14,2008.5,2029,4913225,2014,Jul,Qtr3
Nickel,28-Jul-14,18800,18850,311802,2014,Jul,Qtr3
Copper,28-Jul-14,7132,7120.5,150900,2014,Jul,Qtr3
Aluminium,28-Jul-14,1987.5,2006.5,4977225,2014,Jul,Qtr3
Nickel,29-Jul-14,18525,18595,312720,2014,Jul,Qtr3
Copper,29-Jul-14,7116,7102.5,149475,2014,Jul,Qtr3
Aluminium,29-Jul-14,1974,1985.5,4969575,2014,Jul,Qtr3
Nickel,30-Jul-14,18680,18825,314400,2014,Jul,Qtr3
Copper,30-Jul-14,7090,7065,147925,2014,Jul,Qtr3
Aluminium,30-Jul-14,1982.5,1993.5,4961375,2014,Jul,Qtr3
Nickel,31-Jul-14,18765,18800,315798,2014,Jul,Qtr3
Copper,31-Jul-14,7135.5,7120,146750,2014,Jul,Qtr3
Aluminium,31-Jul-14,2016.5,2022,4968700,2014,Jul,Qtr3
Nickel,1-Aug-14,18280,18375,317628,2014,Aug,Qtr3
Copper,1-Aug-14,7078,7060,146200,2014,Aug,Qtr3
Aluminium,1-Aug-14,1964.5,1970.5,4961950,2014,Aug,Qtr3
Nickel,4-Aug-14,18375,18500,317544,2014,Aug,Qtr3
Copper,4-Aug-14,7104,7096,146175,2014,Aug,Qtr3
Aluminium,4-Aug-14,1979,2004,4954550,2014,Aug,Qtr3
Nickel,5-Aug-14,18490,18575,317772,2014,Aug,Qtr3
Copper,5-Aug-14,7100.5,7103.5,145575,2014,Aug,Qtr3
Aluminium,5-Aug-14,2002,2013.5,4945575,2014,Aug,Qtr3
Nickel,6-Aug-14,18275,18400,317874,2014,Aug,Qtr3
Copper,6-Aug-14,6995,6977,144350,2014,Aug,Qtr3
Aluminium,6-Aug-14,1983.5,1993.5,4936900,2014,Aug,Qtr3
Nickel,7-Aug-14,18860,18980,318114,2014,Aug,Qtr3
Copper,7-Aug-14,6980.5,6971,143700,2014,Aug,Qtr3
Aluminium,7-Aug-14,2014.5,2024,4927500,2014,Aug,Qtr3
Nickel,8-Aug-14,18620,18680,318798,2014,Aug,Qtr3
Copper,8-Aug-14,7020,7005,142275,2014,Aug,Qtr3
Aluminium,8-Aug-14,2017.5,2023.5,4919625,2014,Aug,Qtr3
Nickel,11-Aug-14,18495,18575,318750,2014,Aug,Qtr3
Copper,11-Aug-14,7010.5,7003,141375,2014,Aug,Qtr3
Aluminium,11-Aug-14,2032,2033,4911900,2014,Aug,Qtr3
Nickel,12-Aug-14,18850,18955,319590,2014,Aug,Qtr3
Copper,12-Aug-14,7025.5,7010.5,140675,2014,Aug,Qtr3
Aluminium,12-Aug-14,2040,2051,4912400,2014,Aug,Qtr3
Nickel,13-Aug-14,18580,18700,320448,2014,Aug,Qtr3
Copper,13-Aug-14,6925.5,6917,141350,2014,Aug,Qtr3
Aluminium,13-Aug-14,2026,2044,4904400,2014,Aug,Qtr3
Nickel,14-Aug-14,18535,18625,320754,2014,Aug,Qtr3
Copper,14-Aug-14,6886.5,6873,141350,2014,Aug,Qtr3
Aluminium,14-Aug-14,2005,2021.5,4899825,2014,Aug,Qtr3
Nickel,15-Aug-14,18505,18555,322728,2014,Aug,Qtr3
Copper,15-Aug-14,6852.5,6845,141300,2014,Aug,Qtr3
Aluminium,15-Aug-14,1980,1989,4892775,2014,Aug,Qtr3
Nickel,18-Aug-14,18420,18475,324984,2014,Aug,Qtr3
Copper,18-Aug-14,6910,6887,141275,2014,Aug,Qtr3
Aluminium,18-Aug-14,1995,1995,4880125,2014,Aug,Qtr3
Nickel,19-Aug-14,18550,18585,324678,2014,Aug,Qtr3
Copper,19-Aug-14,6934.5,6906,145350,2014,Aug,Qtr3
Aluminium,19-Aug-14,2028,2037.5,4872050,2014,Aug,Qtr3
Nickel,20-Aug-14,18780,18875,324840,2014,Aug,Qtr3
Copper,20-Aug-14,6922,6905,145200,2014,Aug,Qtr3
Aluminium,20-Aug-14,2037,2054.5,4863350,2014,Aug,Qtr3
Nickel,21-Aug-14,18730,18870,324714,2014,Aug,Qtr3
Copper,21-Aug-14,7003,6985,146425,2014,Aug,Qtr3
Aluminium,21-Aug-14,2058.5,2069,4851850,2014,Aug,Qtr3
Nickel,22-Aug-14,18625,18725,325788,2014,Aug,Qtr3
Copper,22-Aug-14,7088,7077,146325,2014,Aug,Qtr3
Aluminium,22-Aug-14,2055.5,2060.5,4843275,2014,Aug,Qtr3
Nickel,26-Aug-14,18805,18890,326220,2014,Aug,Qtr3
Copper,26-Aug-14,7096,7070,146225,2014,Aug,Qtr3
Aluminium,26-Aug-14,2082,2089,4833925,2014,Aug,Qtr3
Nickel,27-Aug-14,18635,18730,326466,2014,Aug,Qtr3
Copper,27-Aug-14,7051,7030,147375,2014,Aug,Qtr3
Aluminium,27-Aug-14,2082.5,2086.5,4817000,2014,Aug,Qtr3
Nickel,28-Aug-14,18650,18755,326922,2014,Aug,Qtr3
Copper,28-Aug-14,7033,7001,148425,2014,Aug,Qtr3
Aluminium,28-Aug-14,2108,2089,4810550,2014,Aug,Qtr3
Nickel,29-Aug-14,18455,18575,329136,2014,Aug,Qtr3
Copper,29-Aug-14,6995,6971,148150,2014,Aug,Qtr3
Aluminium,29-Aug-14,2114,2113.5,4803425,2014,Aug,Qtr3
Nickel,1-Sep-14,18660,18820,328860,2014,Sep,Qtr3
Copper,1-Sep-14,6966.5,6942,148025,2014,Sep,Qtr3
Aluminium,1-Sep-14,2082,2095.5,4796075,2014,Sep,Qtr3
Nickel,2-Sep-14,18555,18670,330630,2014,Sep,Qtr3
Copper,2-Sep-14,6965.5,6947,147825,2014,Sep,Qtr3
Aluminium,2-Sep-14,2083,2099.5,4788600,2014,Sep,Qtr3
Nickel,3-Sep-14,18820,18885,331068,2014,Sep,Qtr3
Copper,3-Sep-14,6927,6905.5,154825,2014,Sep,Qtr3
Aluminium,3-Sep-14,2078,2091,4786125,2014,Sep,Qtr3
Nickel,4-Sep-14,19235,19350,330720,2014,Sep,Qtr3
Copper,4-Sep-14,6967,6950,154700,2014,Sep,Qtr3
Aluminium,4-Sep-14,2085.5,2107,4777225,2014,Sep,Qtr3
Nickel,5-Sep-14,19385,19455,331992,2014,Sep,Qtr3
Copper,5-Sep-14,6973,6960,154700,2014,Sep,Qtr3
Aluminium,5-Sep-14,2075,2098,4768050,2014,Sep,Qtr3
Nickel,8-Sep-14,19740,19775,332034,2014,Sep,Qtr3
Copper,8-Sep-14,7040.5,7030,154600,2014,Sep,Qtr3
Aluminium,8-Sep-14,2082,2109,4757900,2014,Sep,Qtr3
Nickel,9-Sep-14,19360,19500,332142,2014,Sep,Qtr3
Copper,9-Sep-14,6937,6930,154700,2014,Sep,Qtr3
Aluminium,9-Sep-14,2045,2076,4748725,2014,Sep,Qtr3
Nickel,10-Sep-14,18550,18650,331980,2014,Sep,Qtr3
Copper,10-Sep-14,6897.5,6871,155625,2014,Sep,Qtr3
Aluminium,10-Sep-14,2012,2051,4742175,2014,Sep,Qtr3
Nickel,11-Sep-14,18460,18575,332460,2014,Sep,Qtr3
Copper,11-Sep-14,6829,6803,155775,2014,Sep,Qtr3
Aluminium,11-Sep-14,2002,2040.5,4729925,2014,Sep,Qtr3
Nickel,12-Sep-14,18345,18420,333834,2014,Sep,Qtr3
Copper,12-Sep-14,6856,6835.5,156475,2014,Sep,Qtr3
Aluminium,12-Sep-14,2008.5,2046.5,4720675,2014,Sep,Qtr3
Nickel,15-Sep-14,18255,18350,334842,2014,Sep,Qtr3
Copper,15-Sep-14,6850,6820.5,156375,2014,Sep,Qtr3
Aluminium,15-Sep-14,1958.5,2001,4711675,2014,Sep,Qtr3
Nickel,16-Sep-14,17905,18010,337044,2014,Sep,Qtr3
Copper,16-Sep-14,6895.5,6857.5,156325,2014,Sep,Qtr3
Aluminium,16-Sep-14,1969.5,2005.5,4700900,2014,Sep,Qtr3
Nickel,17-Sep-14,17920,18005,337992,2014,Sep,Qtr3
Copper,17-Sep-14,6958.5,6920.5,155400,2014,Sep,Qtr3
Aluminium,17-Sep-14,1966.5,2005.5,4692950,2014,Sep,Qtr3
Nickel,18-Sep-14,17885,17940,339288,2014,Sep,Qtr3
Copper,18-Sep-14,6920,6884,154775,2014,Sep,Qtr3
Aluminium,18-Sep-14,1950,1985,4683450,2014,Sep,Qtr3
Nickel,19-Sep-14,17755,17830,339042,2014,Sep,Qtr3
Copper,19-Sep-14,6868.5,6827,154375,2014,Sep,Qtr3
Aluminium,19-Sep-14,1949.5,1983,4671500,2014,Sep,Qtr3
Nickel,22-Sep-14,17075,17175,339036,2014,Sep,Qtr3
Copper,22-Sep-14,6782,6735,153700,2014,Sep,Qtr3
Aluminium,22-Sep-14,1925,1958,4661950,2014,Sep,Qtr3
Nickel,23-Sep-14,17135,17250,341364,2014,Sep,Qtr3
Copper,23-Sep-14,6797,6750,152100,2014,Sep,Qtr3
Aluminium,23-Sep-14,1939.5,1973.5,4651075,2014,Sep,Qtr3
Nickel,24-Sep-14,17200,17260,343284,2014,Sep,Qtr3
Copper,24-Sep-14,6750,6715,156100,2014,Sep,Qtr3
Aluminium,24-Sep-14,1922.5,1957,4644225,2014,Sep,Qtr3
Nickel,25-Sep-14,17210,17315,344796,2014,Sep,Qtr3
Copper,25-Sep-14,6766,6725.5,155600,2014,Sep,Qtr3
Aluminium,25-Sep-14,1927,1960.5,4637375,2014,Sep,Qtr3
Nickel,26-Sep-14,17280,17380,347970,2014,Sep,Qtr3
Copper,26-Sep-14,6771,6721,154500,2014,Sep,Qtr3
Aluminium,26-Sep-14,1924.5,1956.5,4634225,2014,Sep,Qtr3
Nickel,29-Sep-14,16510,16565,353340,2014,Sep,Qtr3
Copper,29-Sep-14,6735.5,6694.5,154100,2014,Sep,Qtr3
Aluminium,29-Sep-14,1914,1948,4626050,2014,Sep,Qtr3
Nickel,30-Sep-14,16505,16600,356040,2014,Sep,Qtr3
Copper,30-Sep-14,6736,6687,152550,2014,Sep,Qtr3
Aluminium,30-Sep-14,1935,1969,4620175,2014,Sep,Qtr3
Nickel,1-Oct-14,15855,15965,358374,2014,Oct,Qtr4
Copper,1-Oct-14,6755,6712,152275,2014,Oct,Qtr4
