Commodity,date,Cash_Settlement,Three_month,LME_stock,Year,Month,Quarter
Aluminium,1-Oct-14,1898.5,1933,4613775,2014,Oct,Qtr4
Nickel,2-Oct-14,16050,16115,359166,2014,Oct,Qtr4
Copper,2-Oct-14,6693.5,6652,151375,2014,Oct,Qtr4
Aluminium,2-Oct-14,1869.5,1898,4604675,2014,Oct,Qtr4
Nickel,3-Oct-14,16270,16310,363102,2014,Oct,Qtr4
Copper,3-Oct-14,6665,6630,150550,2014,Oct,Qtr4
Aluminium,3-Oct-14,1883,1913,4599550,2014,Oct,Qtr4
Nickel,6-Oct-14,16485,16615,364332,2014,Oct,Qtr4
Copper,6-Oct-14,6712.5,6680,150050,2014,Oct,Qtr4
Aluminium,6-Oct-14,1898,1925.5,4589700,2014,Oct,Qtr4
Nickel,7-Oct-14,16750,16835,364248,2014,Oct,Qtr4
Copper,7-Oct-14,6715,6682,150050,2014,Oct,Qtr4
Aluminium,7-Oct-14,1886,1916.5,4584900,2014,Oct,Qtr4
Nickel,8-Oct-14,16700,16755,364530,2014,Oct,Qtr4
Copper,8-Oct-14,6755,6706,149625,2014,Oct,Qtr4
Aluminium,8-Oct-14,1920.5,1950.5,4571375,2014,Oct,Qtr4
Nickel,9-Oct-14,16630,16710,365148,2014,Oct,Qtr4
Copper,9-Oct-14,6767,6712.5,149900,2014,Oct,Qtr4
Aluminium,9-Oct-14,1924,1956,4563875,2014,Oct,Qtr4
Nickel,10-Oct-14,16310,16400,367134,2014,Oct,Qtr4
Copper,10-Oct-14,6697,6640,149650,2014,Oct,Qtr4
Aluminium,10-Oct-14,1891.5,1922.5,4554325,2014,Oct,Qtr4
Nickel,13-Oct-14,16390,16500,368364,2014,Oct,Qtr4
Copper,13-Oct-14,6802,6725.5,151225,2014,Oct,Qtr4
Aluminium,13-Oct-14,1903.5,1933.5,4545700,2014,Oct,Qtr4
Nickel,14-Oct-14,16180,16290,373110,2014,Oct,Qtr4
Copper,14-Oct-14,6780.5,6729,151725,2014,Oct,Qtr4
Aluminium,14-Oct-14,1909,1938,4539925,2014,Oct,Qtr4
Nickel,15-Oct-14,16135,16230,374934,2014,Oct,Qtr4
Copper,15-Oct-14,6781,6746,154650,2014,Oct,Qtr4
Aluminium,15-Oct-14,1912.5,1941,4535475,2014,Oct,Qtr4
Nickel,16-Oct-14,15315,15400,374562,2014,Oct,Qtr4
Copper,16-Oct-14,6630,6585,157675,2014,Oct,Qtr4
Aluminium,16-Oct-14,1873,1900,4526050,2014,Oct,Qtr4
Nickel,17-Oct-14,15505,15600,375492,2014,Oct,Qtr4
Copper,17-Oct-14,6629,6580,157825,2014,Oct,Qtr4
Aluminium,17-Oct-14,1929.5,1945,4517475,2014,Oct,Qtr4
Nickel,20-Oct-14,15315,15390,376506,2014,Oct,Qtr4
Copper,20-Oct-14,6615,6570.5,157725,2014,Oct,Qtr4
Aluminium,20-Oct-14,1954.5,1970,4507500,2014,Oct,Qtr4
Nickel,21-Oct-14,15225,15310,377136,2014,Oct,Qtr4
Copper,21-Oct-14,6660,6621,157625,2014,Oct,Qtr4
Aluminium,21-Oct-14,1972,1981,4497350,2014,Oct,Qtr4
Nickel,22-Oct-14,15220,15300,377010,2014,Oct,Qtr4
Copper,22-Oct-14,6730.5,6690,157525,2014,Oct,Qtr4
Aluminium,22-Oct-14,1980,1997,4482925,2014,Oct,Qtr4
Nickel,23-Oct-14,14950,15025,377538,2014,Oct,Qtr4
Copper,23-Oct-14,6718.5,6668,157500,2014,Oct,Qtr4
Aluminium,23-Oct-14,1984.5,1986.5,4474500,2014,Oct,Qtr4
Nickel,24-Oct-14,15005,15075,378132,2014,Oct,Qtr4
Copper,24-Oct-14,6759.5,6696,159550,2014,Oct,Qtr4
Aluminium,24-Oct-14,1950.5,1965,4462075,2014,Oct,Qtr4
Nickel,27-Oct-14,14650,14800,378222,2014,Oct,Qtr4
Copper,27-Oct-14,6800.5,6738,159550,2014,Oct,Qtr4
Aluminium,27-Oct-14,1963.5,1967,4447200,2014,Oct,Qtr4
Nickel,28-Oct-14,15055,15135,378864,2014,Oct,Qtr4
Copper,28-Oct-14,6859.5,6800,161050,2014,Oct,Qtr4
Aluminium,28-Oct-14,1990.5,1996.5,4436450,2014,Oct,Qtr4
Nickel,29-Oct-14,15585,15625,380946,2014,Oct,Qtr4
Copper,29-Oct-14,6855,6785.5,162675,2014,Oct,Qtr4
Aluminium,29-Oct-14,2012,2014,4427975,2014,Oct,Qtr4
Nickel,30-Oct-14,15325,15400,381762,2014,Oct,Qtr4
Copper,30-Oct-14,6785,6706,162625,2014,Oct,Qtr4
Aluminium,30-Oct-14,2015.5,2011,4441425,2014,Oct,Qtr4
Nickel,31-Oct-14,15815,15900,383442,2014,Oct,Qtr4
Copper,31-Oct-14,6835.5,6770,162600,2014,Oct,Qtr4
Aluminium,31-Oct-14,2057,2036.5,4435525,2014,Oct,Qtr4
Nickel,3-Nov-14,15575,15680,385314,2014,Nov,Qtr4
Copper,3-Nov-14,6801,6730,162100,2014,Nov,Qtr4
Aluminium,3-Nov-14,2056,2042.5,4428800,2014,Nov,Qtr4
Nickel,4-Nov-14,15155,15235,385860,2014,Nov,Qtr4
Copper,4-Nov-14,6705.5,6660.5,162100,2014,Nov,Qtr4
Aluminium,4-Nov-14,2050.5,2049,4421150,2014,Nov,Qtr4
Nickel,5-Nov-14,14980,15030,385860,2014,Nov,Qtr4
Copper,5-Nov-14,6646,6584,160350,2014,Nov,Qtr4
Aluminium,5-Nov-14,2038,2034,4436575,2014,Nov,Qtr4
Nickel,6-Nov-14,15255,15340,386118,2014,Nov,Qtr4
Copper,6-Nov-14,6681,6620,160400,2014,Nov,Qtr4
Aluminium,6-Nov-14,2052.5,2053.5,4437125,2014,Nov,Qtr4
Nickel,7-Nov-14,15265,15340,387222,2014,Nov,Qtr4
Copper,7-Nov-14,6720.5,6645,159775,2014,Nov,Qtr4
Aluminium,7-Nov-14,2077,2070,4427975,2014,Nov,Qtr4
Nickel,10-Nov-14,15070,15150,389334,2014,Nov,Qtr4
Copper,10-Nov-14,6735.5,6676,161900,2014,Nov,Qtr4
Aluminium,10-Nov-14,2041,2042,4421275,2014,Nov,Qtr4
Nickel,11-Nov-14,15090,15160,388896,2014,Nov,Qtr4
Copper,11-Nov-14,6688,6625.5,162025,2014,Nov,Qtr4
Aluminium,11-Nov-14,2018,2014.5,4414500,2014,Nov,Qtr4
Nickel,12-Nov-14,15535,15600,388776,2014,Nov,Qtr4
Copper,12-Nov-14,6752.5,6689,160800,2014,Nov,Qtr4
Aluminium,12-Nov-14,2062,2049.5,4406575,2014,Nov,Qtr4
Nickel,13-Nov-14,15520,15625,389136,2014,Nov,Qtr4
Copper,13-Nov-14,6755.5,6695.5,159950,2014,Nov,Qtr4
Aluminium,13-Nov-14,2065,2057,4402775,2014,Nov,Qtr4
Nickel,14-Nov-14,15320,15375,389370,2014,Nov,Qtr4
Copper,14-Nov-14,6695,6621,159400,2014,Nov,Qtr4
Aluminium,14-Nov-14,2020.5,2017.5,4393075,2014,Nov,Qtr4
Nickel,17-Nov-14,15600,15660,389766,2014,Nov,Qtr4
Copper,17-Nov-14,6752,6676,159125,2014,Nov,Qtr4
Aluminium,17-Nov-14,2049.5,2039,4383300,2014,Nov,Qtr4
Nickel,18-Nov-14,15650,15705,390198,2014,Nov,Qtr4
Copper,18-Nov-14,6684,6617,160425,2014,Nov,Qtr4
Aluminium,18-Nov-14,2015.5,2005.5,4383050,2014,Nov,Qtr4
Nickel,19-Nov-14,15850,15905,390432,2014,Nov,Qtr4
Copper,19-Nov-14,6715,6644,160825,2014,Nov,Qtr4
Aluminium,19-Nov-14,2025,2015,4371525,2014,Nov,Qtr4
Nickel,20-Nov-14,16175,16250,393324,2014,Nov,Qtr4
Copper,20-Nov-14,6688,6621,161500,2014,Nov,Qtr4
Aluminium,20-Nov-14,2017,2011,4377575,2014,Nov,Qtr4
Nickel,21-Nov-14,16450,16505,394770,2014,Nov,Qtr4
Copper,21-Nov-14,6790,6725.5,160825,2014,Nov,Qtr4
Aluminium,21-Nov-14,2077.5,2063,4368825,2014,Nov,Qtr4
Nickel,24-Nov-14,16535,16605,397236,2014,Nov,Qtr4
Copper,24-Nov-14,6731,6680,161850,2014,Nov,Qtr4
Aluminium,24-Nov-14,2060,2048,4362950,2014,Nov,Qtr4
Nickel,25-Nov-14,16455,16535,398064,2014,Nov,Qtr4
Copper,25-Nov-14,6696,6654,163200,2014,Nov,Qtr4
Aluminium,25-Nov-14,2084,2059,4354025,2014,Nov,Qtr4
Nickel,26-Nov-14,16230,16310,399996,2014,Nov,Qtr4
Copper,26-Nov-14,6649,6590,162125,2014,Nov,Qtr4
Aluminium,26-Nov-14,2099,2065.5,4342425,2014,Nov,Qtr4
Nickel,27-Nov-14,16325,16400,401850,2014,Nov,Qtr4
Copper,27-Nov-14,6621.5,6562,161950,2014,Nov,Qtr4
Aluminium,27-Nov-14,2099,2064.5,4332400,2014,Nov,Qtr4
Nickel,28-Nov-14,16090,16160,404496,2014,Nov,Qtr4
Copper,28-Nov-14,6515.5,6461,164300,2014,Nov,Qtr4
Aluminium,28-Nov-14,2071.5,2027,4324175,2014,Nov,Qtr4
Nickel,1-Dec-14,16205,16275,404766,2014,Dec,Qtr4
Copper,1-Dec-14,6385,6313,164800,2014,Dec,Qtr4
Aluminium,1-Dec-14,2021,1998,4330750,2014,Dec,Qtr4
Nickel,2-Dec-14,16175,16250,405570,2014,Dec,Qtr4
Copper,2-Dec-14,6455,6385,166025,2014,Dec,Qtr4
Aluminium,2-Dec-14,2015,2002.5,4325075,2014,Dec,Qtr4
Nickel,3-Dec-14,16325,16400,407646,2014,Dec,Qtr4
Copper,3-Dec-14,6451,6391,165475,2014,Dec,Qtr4
Aluminium,3-Dec-14,1967,1967,4323875,2014,Dec,Qtr4
Nickel,4-Dec-14,16780,16850,406992,2014,Dec,Qtr4
Copper,4-Dec-14,6491,6435,164025,2014,Dec,Qtr4
Aluminium,4-Dec-14,1975,1974.5,4326850,2014,Dec,Qtr4
Nickel,5-Dec-14,16825,16875,407370,2014,Dec,Qtr4
Copper,5-Dec-14,6536,6479,163475,2014,Dec,Qtr4
Aluminium,5-Dec-14,2002,1996.5,4318200,2014,Dec,Qtr4
Nickel,8-Dec-14,16555,16675,406410,2014,Dec,Qtr4
Copper,8-Dec-14,6465.5,6406,164900,2014,Dec,Qtr4
Aluminium,8-Dec-14,1960,1973,4322300,2014,Dec,Qtr4
Nickel,9-Dec-14,16255,16330,406248,2014,Dec,Qtr4
Copper,9-Dec-14,6401,6355,165850,2014,Dec,Qtr4
Aluminium,9-Dec-14,1945,1960,4312200,2014,Dec,Qtr4
Nickel,10-Dec-14,16425,16500,407568,2014,Dec,Qtr4
Copper,10-Dec-14,6476,6424,166075,2014,Dec,Qtr4
Aluminium,10-Dec-14,1950,1965.5,4302525,2014,Dec,Qtr4
Nickel,11-Dec-14,16150,16230,406524,2014,Dec,Qtr4
Copper,11-Dec-14,6471.5,6422,166450,2014,Dec,Qtr4
Aluminium,11-Dec-14,1935.5,1954.5,4301700,2014,Dec,Qtr4
Nickel,12-Dec-14,16335,16425,405294,2014,Dec,Qtr4
Copper,12-Dec-14,6526.5,6480,166500,2014,Dec,Qtr4
Aluminium,12-Dec-14,1918,1940.5,4292450,2014,Dec,Qtr4
Nickel,15-Dec-14,16660,16720,405186,2014,Dec,Qtr4
Copper,15-Dec-14,6560,6500,167425,2014,Dec,Qtr4
Aluminium,15-Dec-14,1916.5,1931,4282050,2014,Dec,Qtr4
Nickel,16-Dec-14,16130,16275,405174,2014,Dec,Qtr4
Copper,16-Dec-14,6390,6350.5,172675,2014,Dec,Qtr4
Aluminium,16-Dec-14,1875,1910,4272100,2014,Dec,Qtr4
Nickel,17-Dec-14,15430,15500,406854,2014,Dec,Qtr4
Copper,17-Dec-14,6306,6270,172200,2014,Dec,Qtr4
Aluminium,17-Dec-14,1863.5,1894,4261750,2014,Dec,Qtr4
Nickel,18-Dec-14,15505,15525,406722,2014,Dec,Qtr4
Copper,18-Dec-14,6350.5,6318.5,170900,2014,Dec,Qtr4
Aluminium,18-Dec-14,1888.5,1917,4271625,2014,Dec,Qtr4
Nickel,19-Dec-14,15350,15400,406812,2014,Dec,Qtr4
Copper,19-Dec-14,6445.5,6397,170000,2014,Dec,Qtr4
Aluminium,19-Dec-14,1888,1917.5,4261575,2014,Dec,Qtr4
Nickel,22-Dec-14,15630,15705,408408,2014,Dec,Qtr4
Copper,22-Dec-14,6426.5,6382,168700,2014,Dec,Qtr4
Aluminium,22-Dec-14,1878,1905,4251075,2014,Dec,Qtr4
Nickel,23-Dec-14,15380,15460,408990,2014,Dec,Qtr4
Copper,23-Dec-14,6363,6316.5,172225,2014,Dec,Qtr4
Aluminium,23-Dec-14,1852,1878.5,4241150,2014,Dec,Qtr4
Nickel,24-Dec-14,15275,15310,410880,2014,Dec,Qtr4
Copper,24-Dec-14,6361,6319.5,171850,2014,Dec,Qtr4
Aluminium,24-Dec-14,1834,1864,4231275,2014,Dec,Qtr4
Nickel,29-Dec-14,15110,15185,410808,2014,Dec,Qtr4
Copper,29-Dec-14,6332,6254,171850,2014,Dec,Qtr4
Aluminium,29-Dec-14,1827.5,1860,4223225,2014,Dec,Qtr4
Nickel,30-Dec-14,14855,14950,412704,2014,Dec,Qtr4
Copper,30-Dec-14,6330,6272,172250,2014,Dec,Qtr4
Aluminium,30-Dec-14,1835,1854,4216850,2014,Dec,Qtr4
Nickel,31-Dec-14,14935,15025,413148,2014,Dec,Qtr4
Copper,31-Dec-14,6359,6289.5,177025,2014,Dec,Qtr4
Aluminium,31-Dec-14,1831.5,1859,4210275,2014,Dec,Qtr4
Nickel,2-Jan-15,14880,15000,414900,2015,Jan,Qtr1
Copper,2-Jan-15,6309,6247,177025,2015,Jan,Qtr1
Aluminium,2-Jan-15,1821.5,1848,4205225,2015,Jan,Qtr1
Nickel,5-Jan-15,14585,14660,414756,2015,Jan,Qtr1
Copper,5-Jan-15,6216,6150,178425,2015,Jan,Qtr1
Aluminium,5-Jan-15,1793,1822.5,4204650,2015,Jan,Qtr1
Nickel,6-Jan-15,15285,15325,415338,2015,Jan,Qtr1
Copper,6-Jan-15,6191,6121,178775,2015,Jan,Qtr1
Aluminium,6-Jan-15,1772.5,1806.5,4194750,2015,Jan,Qtr1
Nickel,7-Jan-15,15455,15540,415812,2015,Jan,Qtr1
Copper,7-Jan-15,6170,6105,178675,2015,Jan,Qtr1
Aluminium,7-Jan-15,1762,1791,4184400,2015,Jan,Qtr1
Nickel,8-Jan-15,15330,15405,415842,2015,Jan,Qtr1
Copper,8-Jan-15,6230.5,6160.5,179225,2015,Jan,Qtr1
Aluminium,8-Jan-15,1776.5,1802.5,4175750,2015,Jan,Qtr1
Nickel,9-Jan-15,15435,15510,415164,2015,Jan,Qtr1
Copper,9-Jan-15,6151,6081,187475,2015,Jan,Qtr1
Aluminium,9-Jan-15,1798,1818,4166825,2015,Jan,Qtr1
Nickel,12-Jan-15,14955,15040,414732,2015,Jan,Qtr1
Copper,12-Jan-15,6131,6058,187400,2015,Jan,Qtr1
Aluminium,12-Jan-15,1779,1801.5,4157050,2015,Jan,Qtr1
Nickel,13-Jan-15,14780,14855,416436,2015,Jan,Qtr1
Copper,13-Jan-15,5915,5840,191325,2015,Jan,Qtr1
Aluminium,13-Jan-15,1766.5,1783,4149300,2015,Jan,Qtr1
Nickel,14-Jan-15,14250,14290,418320,2015,Jan,Qtr1
Copper,14-Jan-15,5627,5555,194000,2015,Jan,Qtr1
Aluminium,14-Jan-15,1767.5,1778.5,4140575,2015,Jan,Qtr1
Nickel,15-Jan-15,14570,14630,418332,2015,Jan,Qtr1
Copper,15-Jan-15,5719,5667,198725,2015,Jan,Qtr1
Aluminium,15-Jan-15,1782.5,1793,4131350,2015,Jan,Qtr1
Nickel,16-Jan-15,14360,14430,418518,2015,Jan,Qtr1
Copper,16-Jan-15,5660,5655,200400,2015,Jan,Qtr1
Aluminium,16-Jan-15,1798.5,1808.5,4122600,2015,Jan,Qtr1
Nickel,19-Jan-15,14400,14475,417900,2015,Jan,Qtr1
Copper,19-Jan-15,5671,5642.5,210600,2015,Jan,Qtr1
Aluminium,19-Jan-15,1825.5,1813,4114775,2015,Jan,Qtr1
Nickel,20-Jan-15,14540,14600,418062,2015,Jan,Qtr1
Copper,20-Jan-15,5760.5,5740,216225,2015,Jan,Qtr1
Aluminium,20-Jan-15,1830,1834.5,4106675,2015,Jan,Qtr1
Nickel,21-Jan-15,14770,14900,419964,2015,Jan,Qtr1
Copper,21-Jan-15,5630.5,5600,219450,2015,Jan,Qtr1
Aluminium,21-Jan-15,1831,1832.5,4102475,2015,Jan,Qtr1
Nickel,22-Jan-15,14720,14760,421842,2015,Jan,Qtr1
Copper,22-Jan-15,5742,5712.5,225375,2015,Jan,Qtr1
Aluminium,22-Jan-15,1867,1871.5,4094975,2015,Jan,Qtr1
Nickel,23-Jan-15,14405,14455,423036,2015,Jan,Qtr1
Copper,23-Jan-15,5581,5551,235150,2015,Jan,Qtr1
Aluminium,23-Jan-15,1830.5,1835.5,4086175,2015,Jan,Qtr1
Nickel,26-Jan-15,14375,14430,424344,2015,Jan,Qtr1
Copper,26-Jan-15,5490,5450,236850,2015,Jan,Qtr1
Aluminium,26-Jan-15,1818,1828.5,4080925,2015,Jan,Qtr1
Nickel,27-Jan-15,14675,14725,424110,2015,Jan,Qtr1
Copper,27-Jan-15,5557,5521.5,238225,2015,Jan,Qtr1
Aluminium,27-Jan-15,1847,1857,4075325,2015,Jan,Qtr1
Nickel,28-Jan-15,14930,14970,423726,2015,Jan,Qtr1
Copper,28-Jan-15,5485.5,5455.5,244675,2015,Jan,Qtr1
Aluminium,28-Jan-15,1849.5,1858,4068450,2015,Jan,Qtr1
Nickel,29-Jan-15,14705,14760,425562,2015,Jan,Qtr1
Copper,29-Jan-15,5390.5,5369,247450,2015,Jan,Qtr1
Aluminium,29-Jan-15,1822.5,1831.5,4058300,2015,Jan,Qtr1
Nickel,30-Jan-15,14785,14825,426240,2015,Jan,Qtr1
Copper,30-Jan-15,5505,5465,248125,2015,Jan,Qtr1
Aluminium,30-Jan-15,1837.5,1847,4048900,2015,Jan,Qtr1
Nickel,2-Feb-15,15050,15125,424974,2015,Feb,Qtr1
Copper,2-Feb-15,5535.5,5506,250025,2015,Feb,Qtr1
Aluminium,2-Feb-15,1852,1865.5,4041075,2015,Feb,Qtr1
Nickel,3-Feb-15,15375,15400,424572,2015,Feb,Qtr1
Copper,3-Feb-15,5695,5670,250250,2015,Feb,Qtr1
Aluminium,3-Feb-15,1870,1889.5,4033675,2015,Feb,Qtr1
Nickel,4-Feb-15,14930,15025,424788,2015,Feb,Qtr1
Copper,4-Feb-15,5708,5686,252100,2015,Feb,Qtr1
Aluminium,4-Feb-15,1862.5,1875.5,4028050,2015,Feb,Qtr1
Nickel,5-Feb-15,14835,14900,423480,2015,Feb,Qtr1
Copper,5-Feb-15,5595,5587,284600,2015,Feb,Qtr1
Aluminium,5-Feb-15,1849,1862,4020575,2015,Feb,Qtr1
Nickel,6-Feb-15,14965,15025,424206,2015,Feb,Qtr1
Copper,6-Feb-15,5692,5666,284450,2015,Feb,Qtr1
Aluminium,6-Feb-15,1871.5,1884,4012500,2015,Feb,Qtr1
Nickel,9-Feb-15,15050,15170,426324,2015,Feb,Qtr1
Copper,9-Feb-15,5666,5660.5,286475,2015,Feb,Qtr1
Aluminium,9-Feb-15,1855,1870,4007175,2015,Feb,Qtr1
Nickel,10-Feb-15,14860,14925,426090,2015,Feb,Qtr1
Copper,10-Feb-15,5591,5581,289200,2015,Feb,Qtr1
Aluminium,10-Feb-15,1843,1861,4001125,2015,Feb,Qtr1
Nickel,11-Feb-15,14710,14770,426018,2015,Feb,Qtr1
Copper,11-Feb-15,5645.5,5649,288450,2015,Feb,Qtr1
Aluminium,11-Feb-15,1811.5,1831.5,3993400,2015,Feb,Qtr1
Nickel,12-Feb-15,14605,14605,425310,2015,Feb,Qtr1
Copper,12-Feb-15,5695,5681.5,292750,2015,Feb,Qtr1
Aluminium,12-Feb-15,1818,1833.5,3988700,2015,Feb,Qtr1
Nickel,13-Feb-15,14745,14755,426228,2015,Feb,Qtr1
Copper,13-Feb-15,5731,5720,295300,2015,Feb,Qtr1
Aluminium,13-Feb-15,1831.5,1846,3982775,2015,Feb,Qtr1
Nickel,16-Feb-15,14430,14550,425838,2015,Feb,Qtr1
Copper,16-Feb-15,5712,5705,295100,2015,Feb,Qtr1
Aluminium,16-Feb-15,1814.5,1830,3976725,2015,Feb,Qtr1
Nickel,17-Feb-15,14215,14260,426114,2015,Feb,Qtr1
Copper,17-Feb-15,5665.5,5665.5,295475,2015,Feb,Qtr1
Aluminium,17-Feb-15,1800.5,1820.5,3972475,2015,Feb,Qtr1
Nickel,18-Feb-15,14125,14160,425790,2015,Feb,Qtr1
Copper,18-Feb-15,5690,5680.5,298075,2015,Feb,Qtr1
Aluminium,18-Feb-15,1797,1820,3968675,2015,Feb,Qtr1
Nickel,19-Feb-15,13925,13980,425604,2015,Feb,Qtr1
Copper,19-Feb-15,5720,5708,298650,2015,Feb,Qtr1
Aluminium,19-Feb-15,1802,1820.5,3960550,2015,Feb,Qtr1
Nickel,20-Feb-15,13950,14010,425934,2015,Feb,Qtr1
Copper,20-Feb-15,5707,5692,298200,2015,Feb,Qtr1
Aluminium,20-Feb-15,1796.5,1810.5,3954175,2015,Feb,Qtr1
Nickel,23-Feb-15,13915,13980,424932,2015,Feb,Qtr1
Copper,23-Feb-15,5657,5651,299675,2015,Feb,Qtr1
Aluminium,23-Feb-15,1772.5,1793,3947400,2015,Feb,Qtr1
Nickel,24-Feb-15,14250,14300,424548,2015,Feb,Qtr1
Copper,24-Feb-15,5715,5710,295500,2015,Feb,Qtr1
Aluminium,24-Feb-15,1792,1809,3948775,2015,Feb,Qtr1
Nickel,25-Feb-15,14310,14390,425334,2015,Feb,Qtr1
Copper,25-Feb-15,5805,5782,295050,2015,Feb,Qtr1
Aluminium,25-Feb-15,1783.5,1801,3951425,2015,Feb,Qtr1
Nickel,26-Feb-15,14400,14435,427596,2015,Feb,Qtr1
Copper,26-Feb-15,5935.5,5913,295025,2015,Feb,Qtr1
Aluminium,26-Feb-15,1798.5,1817,3954375,2015,Feb,Qtr1
Nickel,27-Feb-15,14045,14100,428676,2015,Feb,Qtr1
Copper,27-Feb-15,5880.5,5841,296375,2015,Feb,Qtr1
Aluminium,27-Feb-15,1794.5,1808,3946650,2015,Feb,Qtr1
Nickel,2-Mar-15,13885,13975,430944,2015,Mar,Qtr1
Copper,2-Mar-15,5896,5885,297200,2015,Mar,Qtr1
Aluminium,2-Mar-15,1797,1811,3939425,2015,Mar,Qtr1
Nickel,3-Mar-15,13600,13680,430932,2015,Mar,Qtr1
Copper,3-Mar-15,5855,5836,297400,2015,Mar,Qtr1
Aluminium,3-Mar-15,1783.5,1796,3932750,2015,Mar,Qtr1
Nickel,4-Mar-15,13830,13880,431274,2015,Mar,Qtr1
Copper,4-Mar-15,5882,5866,308125,2015,Mar,Qtr1
Aluminium,4-Mar-15,1787,1804,3925700,2015,Mar,Qtr1
Nickel,5-Mar-15,14055,14115,431442,2015,Mar,Qtr1
Copper,5-Mar-15,5856,5829.5,318375,2015,Mar,Qtr1
Aluminium,5-Mar-15,1788,1806,3917800,2015,Mar,Qtr1
Nickel,6-Mar-15,14085,14130,431952,2015,Mar,Qtr1
Copper,6-Mar-15,5826.5,5805,323050,2015,Mar,Qtr1
Aluminium,6-Mar-15,1785,1796,3911775,2015,Mar,Qtr1
Nickel,9-Mar-15,14415,14475,431856,2015,Mar,Qtr1
Copper,9-Mar-15,5800,5770.5,326050,2015,Mar,Qtr1
Aluminium,9-Mar-15,1760.5,1775,3916125,2015,Mar,Qtr1
Nickel,10-Mar-15,14075,14150,432900,2015,Mar,Qtr1
Copper,10-Mar-15,5783.5,5756,328450,2015,Mar,Qtr1
Aluminium,10-Mar-15,1749.5,1762,3917975,2015,Mar,Qtr1
Nickel,11-Mar-15,13975,14070,432480,2015,Mar,Qtr1
Copper,11-Mar-15,5786,5767,330425,2015,Mar,Qtr1
Aluminium,11-Mar-15,1754,1770,3917625,2015,Mar,Qtr1
Nickel,12-Mar-15,13825,13925,430854,2015,Mar,Qtr1
Copper,12-Mar-15,5865.5,5850.5,330750,2015,Mar,Qtr1
Aluminium,12-Mar-15,1742,1753.5,3919650,2015,Mar,Qtr1
Nickel,13-Mar-15,13850,13875,430146,2015,Mar,Qtr1
Copper,13-Mar-15,5860,5837.5,333575,2015,Mar,Qtr1
Aluminium,13-Mar-15,1744,1746.5,3913725,2015,Mar,Qtr1
Nickel,16-Mar-15,13805,13945,428910,2015,Mar,Qtr1
Copper,16-Mar-15,5853,5835,337575,2015,Mar,Qtr1
Aluminium,16-Mar-15,1761,1766,3907375,2015,Mar,Qtr1
Nickel,17-Mar-15,13560,13600,432120,2015,Mar,Qtr1
Copper,17-Mar-15,5765,5746,342200,2015,Mar,Qtr1
Aluminium,17-Mar-15,1770,1768,3942800,2015,Mar,Qtr1
Nickel,18-Mar-15,13575,13605,431034,2015,Mar,Qtr1
Copper,18-Mar-15,5692.5,5675,340650,2015,Mar,Qtr1
Aluminium,18-Mar-15,1771.5,1776.5,3955600,2015,Mar,Qtr1
Nickel,19-Mar-15,13630,13685,431820,2015,Mar,Qtr1
Copper,19-Mar-15,5835,5812,342600,2015,Mar,Qtr1
Aluminium,19-Mar-15,1782.5,1781.5,3952700,2015,Mar,Qtr1
Nickel,20-Mar-15,13955,13955,430482,2015,Mar,Qtr1
Copper,20-Mar-15,5920,5900,341750,2015,Mar,Qtr1
Aluminium,20-Mar-15,1763,1772,3976650,2015,Mar,Qtr1
Nickel,23-Mar-15,14200,14180,430008,2015,Mar,Qtr1
Copper,23-Mar-15,6093.5,6061,340925,2015,Mar,Qtr1
Aluminium,23-Mar-15,1787,1796,3983725,2015,Mar,Qtr1
Nickel,24-Mar-15,14025,14090,431490,2015,Mar,Qtr1
Copper,24-Mar-15,6128,6108,342275,2015,Mar,Qtr1
Aluminium,24-Mar-15,1786.5,1796,3975900,2015,Mar,Qtr1
Nickel,25-Mar-15,13680,13750,433980,2015,Mar,Qtr1
Copper,25-Mar-15,6134.5,6110,342625,2015,Mar,Qtr1
Aluminium,25-Mar-15,1764,1772,3969175,2015,Mar,Qtr1
Nickel,26-Mar-15,13615,13660,432792,2015,Mar,Qtr1
Copper,26-Mar-15,6230,6215,339600,2015,Mar,Qtr1
Aluminium,26-Mar-15,1783.5,1791,3964975,2015,Mar,Qtr1
Nickel,27-Mar-15,13260,13330,433380,2015,Mar,Qtr1
Copper,27-Mar-15,6146,6125,337175,2015,Mar,Qtr1
Aluminium,27-Mar-15,1772,1777.5,3958625,2015,Mar,Qtr1
Nickel,30-Mar-15,13045,13105,435048,2015,Mar,Qtr1
Copper,30-Mar-15,6110,6087,334600,2015,Mar,Qtr1
Aluminium,30-Mar-15,1776.5,1784.5,3951725,2015,Mar,Qtr1
Nickel,31-Mar-15,12460,12550,433806,2015,Mar,Qtr1
Copper,31-Mar-15,6050.5,6021,332300,2015,Mar,Qtr1
Aluminium,31-Mar-15,1789,1790,3943725,2015,Mar,Qtr1
Nickel,1-Apr-15,12330,12425,432996,2015,Apr,Qtr2
Copper,1-Apr-15,6019.5,6000,332125,2015,Apr,Qtr2
Aluminium,1-Apr-15,1765.5,1768.5,3935275,2015,Apr,Qtr2
Nickel,2-Apr-15,12930,12975,431790,2015,Apr,Qtr2
Copper,2-Apr-15,6001.5,5983,333550,2015,Apr,Qtr2
Aluminium,2-Apr-15,1770.5,1774,3938025,2015,Apr,Qtr2
